Month,#Passengers
1969-05-31,816.8264494315957
1969-06-30,897.0101480582036
1969-07-31,881.5739827723365
1969-08-31,783.4875195291398
1969-09-30,734.0444630103165
1969-10-31,667.5729474215165
1969-11-30,720.1733657080471
1969-12-31,731.827848364242
1970-01-31,707.5084880497309
1970-02-28,744.9497111120365
1970-03-31,780.3543053199309
1970-04-30,788.9120373236768
1970-05-31,847.9653366073925
1970-06-30,928.1490352340004
1970-07-31,912.7128699481333
1970-08-31,814.6264067049366
1970-09-30,765.1833501861132
1970-10-31,698.7118345973132
1970-11-30,751.3122528838439
1970-12-31,762.9667355400387
1971-01-31,738.6473752255276
1971-02-28,776.0885982878333
1971-03-31,811.4931924957276
1971-04-30,820.0509244994736
1971-05-31,879.1042237831894
1971-06-30,959.2879224097971
1971-07-31,943.85175712393
1971-08-31,845.7652938807333
1971-09-30,796.32223736191
1971-10-31,729.85072177311
1971-11-30,782.4511400596407
1971-12-31,794.1056227158355
1972-01-31,769.7862624013244
1972-02-29,807.22748546363
1972-03-31,842.6320796715244
1972-04-30,851.1898116752703
1972-05-31,910.2431109589861
1972-06-30,990.4268095855939
1972-07-31,974.9906442997268
1972-08-31,876.9041810565301
1972-09-30,827.4611245377067
1972-10-31,760.9896089489067
1972-11-30,813.5900272354374
1972-12-31,825.2445098916323
1973-01-31,800.9251495771211
1973-02-28,838.3663726394268
1973-03-31,873.7709668473211
1973-04-30,882.3286988510671
1973-05-31,941.3819981347829
1973-06-30,1021.5656967613908
1973-07-31,1006.1295314755235
1973-08-31,908.0430682323268
1973-09-30,858.6000117135035
1973-10-31,792.1284961247035
1973-11-30,844.7289144112342
1973-12-31,856.3833970674291
1974-01-31,832.0640367529179
1974-02-28,869.5052598152236
1974-03-31,904.9098540231179
1974-04-30,913.4675860268638
1974-05-31,972.5208853105796
1974-06-30,1052.7045839371874
1974-07-31,1037.2684186513202
1974-08-31,939.1819554081236
1974-09-30,889.7388988893002
1974-10-31,823.2673833005003
1974-11-30,875.867801587031
1974-12-31,887.5222842432258
1975-01-31,863.2029239287147
1975-02-28,900.6441469910203
1975-03-31,936.0487411989146
1975-04-30,944.6064732026607
1975-05-31,1003.6597724863764
1975-06-30,1083.8434711129842
1975-07-31,1068.407305827117
1975-08-31,970.3208425839204
1975-09-30,920.877786065097
1975-10-31,854.4062704762971
1975-11-30,907.0066887628277
1975-12-31,918.6611714190226
1976-01-31,894.3418111045114
1976-02-29,931.7830341668171
1976-03-31,967.1876283747114
1976-04-30,975.7453603784575
1976-05-31,1034.7986596621731
1976-06-30,1114.982358288781
1976-07-31,1099.5461930029137
1976-08-31,1001.4597297597171
1976-09-30,952.0166732408937
1976-10-31,885.5451576520938
1976-11-30,938.1455759386245
1976-12-31,949.8000585948193
1977-01-31,925.4806982803082
1977-02-28,962.9219213426138
1977-03-31,998.3265155505081
1977-04-30,1006.8842475542542
1977-05-31,1065.9375468379699
1977-06-30,1146.1212454645777
1977-07-31,1130.6850801787105
1977-08-31,1032.598616935514
1977-09-30,983.1555604166906
1977-10-31,916.6840448278906
1977-11-30,969.2844631144212
1977-12-31,980.9389457706161
1978-01-31,956.6195854561049
1978-02-28,994.0608085184106
1978-03-31,1029.465402726305
1978-04-30,1038.0231347300512
1978-05-31,1097.0764340137664
1978-06-30,1177.2601326403744
1978-07-31,1161.8239673545072
1978-08-31,1063.7375041113107
1978-09-30,1014.2944475924875
1978-10-31,947.8229320036872
1978-11-30,1000.4233502902181
1978-12-31,1012.0778329464129
1979-01-31,987.7584726319017
1979-02-28,1025.1996956942073
1979-03-31,1060.6042899021018
1979-04-30,1069.162021905848
1979-05-31,1128.2153211895632
1979-06-30,1208.3990198161712
1979-07-31,1192.962854530304
1979-08-31,1094.8763912871075
1979-09-30,1045.4333347682843
1979-10-31,978.961819179484
1979-11-30,1031.5622374660147
1979-12-31,1043.2167201222096
1980-01-31,1018.8973598076984
1980-02-29,1056.3385828700043
1980-03-31,1091.7431770778985
1980-04-30,1100.3009090816447
1980-05-31,1159.3542083653601
1980-06-30,1239.537906991968
1980-07-31,1224.1017417061007
1980-08-31,1126.0152784629042
1980-09-30,1076.572221944081
1980-10-31,1010.1007063552807
1980-11-30,1062.7011246418115
1980-12-31,1074.3556072980064
1981-01-31,1050.0362469834952
1981-02-28,1087.477470045801
1981-03-31,1122.8820642536953
1981-04-30,1131.4397962574415
1981-05-31,1190.493095541157
1981-06-30,1270.6767941677647
1981-07-31,1255.2406288818975
1981-08-31,1157.154165638701
1981-09-30,1107.7111091198778
1981-10-31,1041.2395935310776
1981-11-30,1093.8400118176082
1981-12-31,1105.4944944738031
1982-01-31,1081.175134159292
1982-02-28,1118.6163572215978
1982-03-31,1154.020951429492
1982-04-30,1162.5786834332382
1982-05-31,1221.6319827169536
1982-06-30,1301.8156813435614
1982-07-31,1286.3795160576942
1982-08-31,1188.2930528144977
1982-09-30,1138.8499962956746
1982-10-31,1072.3784807068744
1982-11-30,1124.978898993405
1982-12-31,1136.6333816495999
1983-01-31,1112.3140213350887
1983-02-28,1149.7552443973946
1983-03-31,1185.1598386052888
1983-04-30,1193.717570609035
1983-05-31,1252.7708698927504
1983-06-30,1332.9545685193582
1983-07-31,1317.518403233491
1983-08-31,1219.4319399902945
1983-09-30,1169.9888834714714
1983-10-31,1103.5173678826711
1983-11-30,1156.1177861692017
1983-12-31,1167.7722688253966
1984-01-31,1143.4529085108854
1984-02-29,1180.8941315731913
1984-03-31,1216.2987257810855
1984-04-30,1224.8564577848317
1984-05-31,1283.9097570685472
1984-06-30,1364.093455695155
1984-07-31,1348.6572904092882
1984-08-31,1250.5708271660912
1984-09-30,1201.127770647268
1984-10-31,1134.656255058468
1984-11-30,1187.2566733449985
1984-12-31,1198.9111560011934
1985-01-31,1174.5917956866822
1985-02-28,1212.033018748988
1985-03-31,1247.4376129568823
1985-04-30,1255.9953449606285
1985-05-31,1315.048644244344
1985-06-30,1395.2323428709517
1985-07-31,1379.796177585085
1985-08-31,1281.709714341888
1985-09-30,1232.2666578230649
1985-10-31,1165.7951422342649
1985-11-30,1218.3955605207952
1985-12-31,1230.0500431769901
1986-01-31,1205.730682862479
1986-02-28,1243.1719059247848
1986-03-31,1278.576500132679
1986-04-30,1287.1342321364252
1986-05-31,1346.1875314201407
1986-06-30,1426.3712300467485
1986-07-31,1410.9350647608817
1986-08-31,1312.8486015176848
1986-09-30,1263.4055449988616
1986-10-31,1196.9340294100616
1986-11-30,1249.534447696592
1986-12-31,1261.1889303527869
1987-01-31,1236.8695700382757
1987-02-28,1274.3107931005816
1987-03-31,1309.7153873084758
1987-04-30,1318.273119312222
1987-05-31,1377.3264185959374
1987-06-30,1457.5101172225452
1987-07-31,1442.0739519366784
1987-08-31,1343.9874886934815
1987-09-30,1294.5444321746584
1987-10-31,1228.0729165858584
1987-11-30,1280.6733348723888
1987-12-31,1292.3278175285836
1988-01-31,1268.0084572140725
1988-02-29,1305.4496802763783
1988-03-31,1340.8542744842725
1988-04-30,1349.4120064880187
1988-05-31,1408.4653057717342
1988-06-30,1488.649004398342
1988-07-31,1473.2128391124752
1988-08-31,1375.1263758692783
1988-09-30,1325.6833193504551
1988-10-31,1259.2118037616551
1988-11-30,1311.8122220481855
1988-12-31,1323.4667047043806
1989-01-31,1299.1473443898692
1989-02-28,1336.588567452175
1989-03-31,1371.9931616600695
1989-04-30,1380.5508936638155
1989-05-31,1439.604192947531
1989-06-30,1519.7878915741387
1989-07-31,1504.351726288272
1989-08-31,1406.265263045075
1989-09-30,1356.8222065262519
1989-10-31,1290.3506909374519
1989-11-30,1342.9511092239823
1989-12-31,1354.6055918801774
1990-01-31,1330.286231565666
1990-02-28,1367.7274546279718
1990-03-31,1403.1320488358663
1990-04-30,1411.6897808396122
1990-05-31,1470.7430801233277
1990-06-30,1550.9267787499355
1990-07-31,1535.4906134640687
1990-08-31,1437.4041502208718
1990-09-30,1387.9610937020486
1990-10-31,1321.4895781132486
1990-11-30,1374.089996399779
1990-12-31,1385.7444790559741
1991-01-31,1361.4251187414627
1991-02-28,1398.8663418037686
1991-03-31,1434.270936011663
1991-04-30,1442.828668015409
1991-05-31,1501.8819672991244
1991-06-30,1582.0656659257322
1991-07-31,1566.6295006398655
1991-08-31,1468.5430373966685
1991-09-30,1419.0999808778454
1991-10-31,1352.6284652890454
1991-11-30,1405.2288835755758
1991-12-31,1416.8833662317709
1992-01-31,1392.5640059172595
1992-02-29,1430.0052289795653
1992-03-31,1465.4098231874598
1992-04-30,1473.9675551912057
1992-05-31,1533.0208544749212
1992-06-30,1613.204553101529
1992-07-31,1597.7683878156622
1992-08-31,1499.6819245724653
1992-09-30,1450.2388680536421
1992-10-31,1383.7673524648421
1992-11-30,1436.3677707513725
1992-12-31,1448.0222534075676
1993-01-31,1423.7028930930562
1993-02-28,1461.144116155362
1993-03-31,1496.5487103632565
1993-04-30,1505.1064423670025
1993-05-31,1564.1597416507182
1993-06-30,1644.3434402773257
1993-07-31,1628.907274991459
1993-08-31,1530.8208117482623
1993-09-30,1481.377755229439
1993-10-31,1414.906239640639
1993-11-30,1467.5066579271693
1993-12-31,1479.1611405833642
1994-01-31,1454.8417802688532
1994-02-28,1492.2830033311589
1994-03-31,1527.6875975390533
1994-04-30,1536.2453295427993
1994-05-31,1595.2986288265147
1994-06-30,1675.4823274531225
1994-07-31,1660.0461621672557
1994-08-31,1561.959698924059
1994-09-30,1512.5166424052356
1994-10-31,1446.0451268164356
1994-11-30,1498.645545102966
1994-12-31,1510.300027759161
1995-01-31,1485.98066744465
1995-02-28,1523.4218905069556
1995-03-31,1558.82648471485
1995-04-30,1567.384216718596
1995-05-31,1626.4375160023114
1995-06-30,1706.6212146289195
1995-07-31,1691.1850493430525
1995-08-31,1593.0985860998558
1995-09-30,1543.6555295810324
1995-10-31,1477.1840139922324
1995-11-30,1529.7844322787628
1995-12-31,1541.438914934958
1996-01-31,1517.1195546204467
1996-02-29,1554.5607776827524
1996-03-31,1589.9653718906468
1996-04-30,1598.5231038943928
1996-05-31,1657.5764031781082
1996-06-30,1737.7601018047162
1996-07-31,1722.3239365188492
1996-08-31,1624.2374732756525
1996-09-30,1574.7944167568292
1996-10-31,1508.3229011680291
1996-11-30,1560.9233194545595
1996-12-31,1572.5778021107546
1997-01-31,1548.2584417962435
1997-02-28,1585.699664858549
1997-03-31,1621.1042590664435
1997-04-30,1629.6619910701895
1997-05-31,1688.715290353905
1997-06-30,1768.898988980513
1997-07-31,1753.462823694646
1997-08-31,1655.3763604514493
1997-09-30,1605.933303932626
1997-10-31,1539.461788343826
1997-11-30,1592.0622066303563
1997-12-31,1603.7166892865514
1998-01-31,1579.3973289720402
1998-02-28,1616.8385520343459
1998-03-31,1652.2431462422403
1998-04-30,1660.8008782459863
1998-05-31,1719.8541775297017
1998-06-30,1800.0378761563097
1998-07-31,1784.6017108704427
1998-08-31,1686.515247627246
1998-09-30,1637.0721911084227
1998-10-31,1570.6006755196227
1998-11-30,1623.201093806153
1998-12-31,1634.8555764623482
1999-01-31,1610.536216147837
1999-02-28,1647.9774392101426
1999-03-31,1683.382033418037
1999-04-30,1691.939765421783
1999-05-31,1750.9930647054987
1999-06-30,1831.1767633321065
1999-07-31,1815.7405980462395
1999-08-31,1717.6541348030428
1999-09-30,1668.2110782842194
1999-10-31,1601.7395626954194
1999-11-30,1654.33998098195
1999-12-31,1665.994463638145
2000-01-31,1641.6751033236337
2000-02-29,1679.1163263859394
2000-03-31,1714.5209205938338
2000-04-30,1723.0786525975798
2000-05-31,1782.1319518812954
2000-06-30,1862.3156505079032
2000-07-31,1846.8794852220362
2000-08-31,1748.7930219788395
2000-09-30,1699.3499654600162
2000-10-31,1632.8784498712162
2000-11-30,1685.4788681577468
2000-12-31,1697.1333508139417
2001-01-31,1672.8139904994305
2001-02-28,1710.2552135617361
2001-03-31,1745.6598077696306
2001-04-30,1754.2175397733765
2001-05-31,1813.2708390570922
2001-06-30,1893.4545376837
2001-07-31,1878.018372397833
2001-08-31,1779.9319091546363
2001-09-30,1730.488852635813
2001-10-31,1664.017337047013
2001-11-30,1716.6177553335435
2001-12-31,1728.2722379897384
2002-01-31,1703.9528776752272
2002-02-28,1741.3941007375329
2002-03-31,1776.7986949454273
2002-04-30,1785.3564269491733
2002-05-31,1844.409726232889
2002-06-30,1924.5934248594967
2002-07-31,1909.1572595736297
2002-08-31,1811.070796330433
2002-09-30,1761.6277398116097
2002-10-31,1695.1562242228097
2002-11-30,1747.7566425093403
2002-12-31,1759.4111251655352
2003-01-31,1735.091764851024
2003-02-28,1772.5329879133296
2003-03-31,1807.937582121224
2003-04-30,1816.49531412497
2003-05-31,1875.5486134086857
2003-06-30,1955.7323120352935
2003-07-31,1940.2961467494265
2003-08-31,1842.2096835062298
2003-09-30,1792.7666269874064
2003-10-31,1726.2951113986067
2003-11-30,1778.895529685137
2003-12-31,1790.550012341332
2004-01-31,1766.2306520268207
2004-02-29,1803.6718750891264
2004-03-31,1839.0764692970208
2004-04-30,1847.634201300767
2004-05-31,1906.6875005844824
2004-06-30,1986.8711992110902
2004-07-31,1971.4350339252233
2004-08-31,1873.3485706820265
2004-09-30,1823.9055141632032
2004-10-31,1757.4339985744034
2004-11-30,1810.0344168609338
2004-12-31,1821.6888995171287
2005-01-31,1797.3695392026175
2005-02-28,1834.8107622649231
2005-03-31,1870.2153564728176
2005-04-30,1878.7730884765638
2005-05-31,1937.8263877602792
2005-06-30,2018.010086386887
2005-07-31,2002.57392110102
2005-08-31,1904.4874578578233
2005-09-30,1855.044401339
2005-10-31,1788.5728857502002
2005-11-30,1841.1733040367305
2005-12-31,1852.8277866929254
2006-01-31,1828.5084263784142
2006-02-28,1865.94964944072
2006-03-31,1901.3542436486143
2006-04-30,1909.9119756523605
2006-05-31,1968.965274936076
2006-06-30,2049.1489735626838
2006-07-31,2033.7128082768168
2006-08-31,1935.62634503362
2006-09-30,1886.1832885147967
2006-10-31,1819.711772925997
2006-11-30,1872.3121912125273
2006-12-31,1883.9666738687222
2007-01-31,1859.647313554211
2007-02-28,1897.0885366165166
2007-03-31,1932.493130824411
2007-04-30,1941.0508628281573
2007-05-31,2000.1041621118727
2007-06-30,2080.2878607384805
2007-07-31,2064.8516954526135
2007-08-31,1966.7652322094168
2007-09-30,1917.3221756905934
2007-10-31,1850.8506601017937
2007-11-30,1903.451078388324
2007-12-31,1915.105561044519
2008-01-31,1890.7862007300077
2008-02-29,1928.2274237923134
2008-03-31,1963.632018000208
2008-04-30,1972.189750003954
2008-05-31,2031.2430492876695
2008-06-30,2111.4267479142773
2008-07-31,2095.9905826284103
2008-08-31,1997.9041193852136
2008-09-30,1948.4610628663904
2008-10-31,1881.9895472775904
2008-11-30,1934.5899655641208
2008-12-31,1946.2444482203157
2009-01-31,1921.9250879058045
2009-02-28,1959.3663109681102
2009-03-31,1994.7709051760048
2009-04-30,2003.3286371797508
2009-05-31,2062.3819364634664
2009-06-30,2142.565635090074
2009-07-31,2127.129469804207
2009-08-31,2029.0430065610103
2009-09-30,1979.5999500421872
2009-10-31,1913.1284344533872
2009-11-30,1965.7288527399176
2009-12-31,1977.3833353961124
2010-01-31,1953.0639750816013
2010-02-28,1990.505198143907
2010-03-31,2025.9097923518016
2010-04-30,2034.4675243555475
2010-05-31,2093.520823639263
2010-06-30,2173.7045222658708
2010-07-31,2158.268356980004
2010-08-31,2060.181893736807
2010-09-30,2010.738837217984
2010-10-31,1944.267321629184
2010-11-30,1996.8677399157145
2010-12-31,2008.5222225719092
2011-01-31,1984.2028622573978
2011-02-28,2021.6440853197037
2011-03-31,2057.0486795275983
2011-04-30,2065.6064115313443
2011-05-31,2124.65971081506
2011-06-30,2204.8434094416675
2011-07-31,2189.4072441558005
2011-08-31,2091.320780912604
2011-09-30,2041.877724393781
2011-10-31,1975.4062088049807
2011-11-30,2028.0066270915108
2011-12-31,2039.661109747706
2012-01-31,2015.341749433195
2012-02-29,2052.782972495501
2012-03-31,2088.187566703395
2012-04-30,2096.7452987071406
2012-05-31,2155.7985979908567
2012-06-30,2235.9822966174647
2012-07-31,2220.5461313315973
2012-08-31,2122.4596680884006
2012-09-30,2073.016611569577
2012-10-31,2006.5450959807774
2012-11-30,2059.145514267308
2012-12-31,2070.799996923503
2013-01-31,2046.4806366089913
2013-02-28,2083.921859671297
2013-03-31,2119.326453879192
2013-04-30,2127.884185882938
2013-05-31,2186.9374851666535
2013-06-30,2267.121183793261
2013-07-31,2251.685018507394
2013-08-31,2153.5985552641973
2013-09-30,2104.155498745374
2013-10-31,2037.6839831565742
2013-11-30,2090.2844014431043
2013-12-31,2101.9388840992997
2014-01-31,2077.6195237847883
2014-02-28,2115.0607468470944
2014-03-31,2150.4653410549886
2014-04-30,2159.023073058734
2014-05-31,2218.07637234245
2014-06-30,2298.2600709690582
2014-07-31,2282.823905683191
2014-08-31,2184.737442439994
2014-09-30,2135.2943859211705
2014-10-31,2068.8228703323707
2014-11-30,2121.4232886189016
2014-12-31,2133.0777712750964
2015-01-31,2108.7584109605846
2015-02-28,2146.1996340228907
2015-03-31,2181.6042282307853
2015-04-30,2190.1619602345313
2015-05-31,2249.215259518247
2015-06-30,2329.3989581448545
2015-07-31,2313.9627928589875
2015-08-31,2215.876329615791
2015-09-30,2166.4332730969677
2015-10-31,2099.9617575081675
2015-11-30,2152.562175794698
2015-12-31,2164.216658450893
2016-01-31,2139.897298136382
2016-02-29,2177.338521198688
2016-03-31,2212.743115406582
2016-04-30,2221.3008474103276
2016-05-31,2280.3541466940437
2016-06-30,2360.5378453206517
2016-07-31,2345.1016800347847
2016-08-31,2247.0152167915876
2016-09-30,2197.572160272764
2016-10-31,2131.100644683964
2016-11-30,2183.701062970495
2016-12-31,2195.35554562669
2017-01-31,2171.0361853121785
2017-02-28,2208.477408374484
2017-03-31,2243.882002582379
2017-04-30,2252.439734586125
2017-05-31,2311.4930338698405
2017-06-30,2391.676732496448
2017-07-31,2376.240567210581
2017-08-31,2278.1541039673843
2017-09-30,2228.711047448561
2017-10-31,2162.239531859761
2017-11-30,2214.8399501462914
2017-12-31,2226.4944328024867
2018-01-31,2202.1750724879753
2018-02-28,2239.6162955502814
2018-03-31,2275.0208897581756
2018-04-30,2283.578621761921
2018-05-31,2342.6319210456372
2018-06-30,2422.8156196722452
2018-07-31,2407.3794543863783
2018-08-31,2309.292991143181
2018-09-30,2259.8499346243575
2018-10-31,2193.3784190355577
2018-11-30,2245.9788373220886
2018-12-31,2257.6333199782835
2019-01-31,2233.313959663772
2019-02-28,2270.7551827260777
2019-03-31,2306.1597769339724
2019-04-30,2314.7175089377183
2019-05-31,2373.770808221434
2019-06-30,2453.9545068480415
2019-07-31,2438.5183415621746
2019-08-31,2340.431878318978
2019-09-30,2290.9888218001547
2019-10-31,2224.5173062113545
2019-11-30,2277.117724497885
2019-12-31,2288.77220715408
2020-01-31,2264.452846839569
2020-02-29,2301.894069901875
2020-03-31,2337.298664109769
2020-04-30,2345.8563961135146
2020-05-31,2404.9096953972307
2020-06-30,2485.0933940238388
2020-07-31,2469.6572287379718
2020-08-31,2371.5707654947746
2020-09-30,2322.127708975951
2020-10-31,2255.6561933871512
2020-11-30,2308.256611673682
2020-12-31,2319.9110943298774
2021-01-31,2295.5917340153655
2021-02-28,2333.032957077671
2021-03-31,2368.437551285566
2021-04-30,2376.995283289312
2021-05-31,2436.0485825730275
2021-06-30,2516.2322811996355
2021-07-31,2500.796115913768
2021-08-31,2402.7096526705714
2021-09-30,2353.266596151748
2021-10-31,2286.795080562948
2021-11-30,2339.3954988494784
2021-12-31,2351.0499815056737
2022-01-31,2326.7306211911623
2022-02-28,2364.1718442534684
2022-03-31,2399.5764384613626
2022-04-30,2408.134170465108
2022-05-31,2467.1874697488242
2022-06-30,2547.3711683754323
2022-07-31,2531.9350030895653
2022-08-31,2433.848539846368
2022-09-30,2384.4054833275445
2022-10-31,2317.9339677387447
2022-11-30,2370.5343860252756
2022-12-31,2382.188868681471
2023-01-31,2357.869508366959
2023-02-28,2395.3107314292647
2023-03-31,2430.7153256371594
2023-04-30,2439.2730576409053
2023-05-31,2498.326356924621
2023-06-30,2578.510055551229
2023-07-31,2563.0738902653616
2023-08-31,2464.987427022165
2023-09-30,2415.5443705033417
2023-10-31,2349.0728549145415
2023-11-30,2401.673273201072
2023-12-31,2413.327755857267
2024-01-31,2389.008395542756
2024-02-29,2426.449618605062
2024-03-31,2461.854212812956
2024-04-30,2470.4119448167016
2024-05-31,2529.4652441004177
2024-06-30,2609.6489427270258
2024-07-31,2594.212777441159
2024-08-31,2496.1263141979616
2024-09-30,2446.683257679138
2024-10-31,2380.2117420903382
2024-11-30,2432.812160376869
2024-12-31,2444.4666430330644
2025-01-31,2420.1472827185526
2025-02-28,2457.588505780858
2025-03-31,2492.993099988753
2025-04-30,2501.550831992499
2025-05-31,2560.604131276215
2025-06-30,2640.7878299028225
2025-07-31,2625.351664616955
2025-08-31,2527.2652013737584
2025-09-30,2477.8221448549352
2025-10-31,2411.350629266135
2025-11-30,2463.951047552666
2025-12-31,2475.6055302088607
2026-01-31,2451.2861698943493
2026-02-28,2488.7273929566554
2026-03-31,2524.1319871645496
2026-04-30,2532.689719168295
2026-05-31,2591.7430184520113
2026-06-30,2671.9267170786193
2026-07-31,2656.4905517927523
2026-08-31,2558.404088549555
2026-09-30,2508.9610320307315
2026-10-31,2442.4895164419318
2026-11-30,2495.0899347284626
2026-12-31,2506.744417384658
2027-01-31,2482.4250570701456
2027-02-28,2519.8662801324517
2027-03-31,2555.2708743403464
2027-04-30,2563.8286063440923
2027-05-31,2622.8819056278085
2027-06-30,2703.0656042544156
